jour,dep,hosp,rea,rad,dc
2020/4/2,89,193,38,30,18
2020/4/2,09,34,12,16,2
2020/4/2,90,432,92,242,150
2020/4/2,91,1508,363,392,159
2020/4/2,92,3478,717,1216,420
2020/4/2,93,2408,439,795,414
2020/4/2,94,2925,500,998,419
2020/4/2,95,1582,308,1051,348
2020/4/20,01,337,43,366,123
2020/4/20,10,510,54,525,163
2020/4/20,11,130,16,254,86
2020/4/20,12,134,8,144,38
2020/4/20,13,2093,453,3417,535
2020/4/20,14,287,70,268,102
2020/4/20,15,56,14,40,0
2020/4/20,16,23,5,68,20
2020/4/20,17,166,38,144,64
2020/4/20,18,166,8,98,85
2020/4/20,19,139,25,100,42
2020/4/20,02,607,94,848,348
2020/4/20,21,732,130,1007,342
2020/4/20,22,125,14,188,48
2020/4/20,23,62,22,24,10
2020/4/20,24,121,12,78,12
2020/4/20,25,382,104,678,189
2020/4/20,26,346,92,578,210
2020/4/20,27,181,10,149,112
2020/4/20,28,480,47,478,131
2020/4/20,29,194,50,215,61
2020/4/20,03,123,36,179,44
2020/4/20,30,272,76,284,68
2020/4/20,31,394,173,712,74
2020/4/20,32,104,10,48,22
2020/4/20,33,596,168,1003,184
2020/4/20,34,319,91,943,188
2020/4/20,35,346,50,422,120
2020/4/20,36,196,18,78,92
2020/4/20,37,329,83,323,102
2020/4/20,38,471,72,614,148
2020/4/20,39,270,23,196,74
2020/4/20,04,87,4,159,12
2020/4/20,40,56,12,72,20
2020/4/20,41,228,38,170,70
2020/4/20,42,943,196,908,290
2020/4/20,43,72,6,124,12
2020/4/20,44,554,88,597,195
2020/4/20,45,508,146,632,114
2020/4/20,46,48,16,210,22
2020/4/20,47,66,8,65,10
2020/4/20,48,10,2,24,0
2020/4/20,49,405,82,625,152
2020/4/20,05,76,20,170,12
2020/4/20,50,159,36,138,64
2020/4/20,51,678,98,1123,364
2020/4/20,52,174,46,220,98
2020/4/20,53,180,20,116,54
2020/4/20,54,867,221,1123,454
2020/4/20,55,307,34,472,142
2020/4/20,56,239,50,472,148
2020/4/20,57,2007,286,2311,1154
2020/4/20,58,116,20,56,36
2020/4/20,59,1906,456,1975,731
2020/4/20,06,541,95,675,212
2020/4/20,60,985,120,1135,555
2020/4/20,61,132,26,264,50
2020/4/20,62,946,171,1095,310
2020/4/20,63,138,44,194,54
2020/4/20,64,158,26,252,40
2020/4/20,65,166,8,139,32
2020/4/20,66,62,26,474,50
2020/4/20,67,2032,414,2666,867
2020/4/20,68,1946,244,3131,1273
2020/4/20,69,2455,462,2761,822
2020/4/20,07,202,44,441,97
2020/4/20,70,179,38,285,120
2020/4/20,71,418,60,650,246
2020/4/20,72,271,28,362,82
2020/4/20,73,174,36,517,72
2020/4/20,74,531,99,1007,236
2020/4/20,75,5840,1281,6113,2468
2020/4/20,76,560,143,817,238
2020/4/20,77,1497,313,2618,759
2020/4/20,78,1792,270,2265,711
2020/4/20,79,66,10,60,26
2020/4/20,08,131,32,189,80
2020/4/20,80,691,104,741,301
2020/4/20,81,81,22,120,34
2020/4/20,82,32,16,54,6
2020/4/20,83,622,96,915,173
2020/4/20,84,128,32,286,50
2020/4/20,85,132,28,212,52
2020/4/20,86,117,33,144,49
2020/4/20,87,102,20,147,40
2020/4/20,88,489,46,720,418
2020/4/20,89,186,40,233,82
2020/4/20,09,25,2,40,4
2020/4/20,90,375,58,614,264
2020/4/20,91,2380,367,1679,642
2020/4/20,92,3947,765,4170,1394
2020/4/20,93,3107,439,3283,1402
2020/4/20,94,4408,666,3198,1512
2020/4/20,95,1848,295,2764,952
2020/4/21,01,335,46,386,127
2020/4/21,10,494,35,545,169
2020/4/21,11,138,18,266,86
2020/4/21,12,130,6,146,40
2020/4/21,13,2104,419,3573,575
2020/4/21,14,289,66,284,104
2020/4/21,15,60,14,40,2
2020/4/21,16,23,5,68,20
2020/4/21,17,166,34,150,64
2020/4/21,18,182,8,106,85
2020/4/21,19,143,23,104,44
2020/4/21,02,590,80,1028,363
2020/4/21,21,730,126,1031,356
2020/4/21,22,115,12,202,48
2020/4/21,23,58,20,28,10
2020/4/21,24,111,12,78,12
2020/4/21,25,389,102,693,197
2020/4/21,26,324,90,614,216
2020/4/21,27,203,8,151,116
2020/4/21,28,470,45,500,139
2020/4/21,29,172,50,225,61
2020/4/21,03,111,36,197,44
2020/4/21,30,294,74,286,72
2020/4/21,31,377,156,747,74
2020/4/21,32,100,10,54,26
2020/4/21,33,571,158,1043,192
2020/4/21,34,300,83,963,192
2020/4/21,35,340,48,440,126
2020/4/21,36,221,16,89,100
2020/4/21,37,335,81,335,102
2020/4/21,38,443,62,676,162
2020/4/21,39,242,17,224,78
2020/4/21,04,79,4,167,14
2020/4/21,40,58,12,74,20
2020/4/21,41,222,34,180,72
2020/4/21,42,923,190,960,302
2020/4/21,43,74,4,124,14
2020/4/21,44,552,84,619,201
2020/4/21,45,498,126,662,116
2020/4/21,46,52,18,216,26
2020/4/21,47,70,8,65,10
2020/4/21,48,10,2,24,0
2020/4/21,49,384,74,646,156
2020/4/21,05,82,18,174,12
2020/4/21,50,147,36,154,64
2020/4/21,51,679,92,1178,370
2020/4/21,52,160,44,232,102
2020/4/21,53,180,20,122,54
2020/4/21,54,867,225,1139,466
2020/4/21,55,289,30,492,148
2020/4/21,56,240,44,486,150
2020/4/21,57,1971,280,2391,1168
2020/4/21,58,116,18,58,38
2020/4/21,59,1857,434,2113,757
2020/4/21,06,527,91,703,214
2020/4/21,60,970,116,1189,565
2020/4/21,61,125,26,278,50
2020/4/21,62,943,169,1235,328
2020/4/21,63,132,44,204,54
2020/4/21,64,158,26,252,40
2020/4/21,65,154,8,149,34
2020/4/21,66,58,26,484,50
2020/4/21,67,2045,404,2764,897
2020/4/21,68,1935,232,3152,1279
2020/4/21,69,2422,438,2871,852
2020/4/21,07,204,50,451,99
2020/4/21,70,181,36,291,120
2020/4/21,71,414,60,690,270
2020/4/21,72,267,26,362,84
2020/4/21,73,172,26,535,76
2020/4/21,74,519,95,1041,242
2020/4/21,75,5680,1224,6391,2536
2020/4/21,76,527,138,859,248
2020/4/21,77,1448,301,2734,793
2020/4/21,78,1770,270,2345,740
2020/4/21,79,62,10,64,28
2020/4/21,08,129,32,193,82
2020/4/21,80,657,96,791,303
2020/4/21,81,78,22,123,34
2020/4/21,82,32,16,54,6
2020/4/21,83,613,100,939,179
2020/4/21,84,134,28,288,52
2020/4/21,85,130,26,224,56
2020/4/21,86,117,33,146,49
2020/4/21,87,104,20,153,42
2020/4/21,88,481,44,756,430
2020/4/21,89,208,40,241,82
2020/4/21,09,23,2,42,4
2020/4/21,90,349,56,644,268
2020/4/21,91,2349,357,1781,679
2020/4/21,92,3826,727,4435,1428
2020/4/21,93,3102,420,3413,1428
2020/4/21,94,4407,645,3363,1571
2020/4/21,95,1822,285,2856,968
2020/4/22,01,330,38,416,135
2020/4/22,10,503,35,599,179
2020/4/22,11,134,18,270,88
2020/4/22,12,124,6,158,40
2020/4/22,13,2110,405,3727,636
2020/4/22,14,283,60,292,104
2020/4/22,15,56,12,44,2
2020/4/22,16,19,3,72,20
2020/4/22,17,160,32,150,66
2020/4/22,18,168,8,122,93
2020/4/22,19,143,19,106,44
2020/4/22,02,558,80,1106,373
2020/4/22,21,721,126,1054,358
2020/4/22,22,115,12,208,48
2020/4/22,23,54,16,32,10
2020/4/22,24,107,12,80,12
2020/4/22,25,393,108,713,197
2020/4/22,26,300,86,680,216
2020/4/22,27,201,8,153,118
2020/4/22,28,474,43,514,149
2020/4/22,29,164,44,237,61
2020/4/22,03,109,36,205,45
2020/4/22,30,302,74,286,74
2020/4/22,31,355,142,781,78
2020/4/22,32,104,12,54,26
2020/4/22,33,558,154,1079,192
2020/4/22,34,288,77,979,192
2020/4/22,35,339,48,459,126
2020/4/22,36,221,16,99,112
2020/4/22,37,335,75,335,106
2020/4/22,38,447,66,698,168
2020/4/22,39,228,21,248,80
2020/4/22,04,62,4,181,14
2020/4/22,40,56,6,76,20
2020/4/22,41,226,30,194,72
2020/4/22,42,887,174,996,322
2020/4/22,43,76,2,124,14
2020/4/22,44,530,74,655,209
2020/4/22,45,510,128,676,122
2020/4/22,46,52,18,220,28
2020/4/22,47,72,6,65,10
2020/4/22,48,8,2,26,0
2020/4/22,49,374,68,666,164
2020/4/22,05,82,18,176,12
2020/4/22,50,122,28,167,68
2020/4/22,51,675,96,1216,378
2020/4/22,52,158,46,244,102
2020/4/22,53,184,20,130,54
2020/4/22,54,859,209,1155,473
2020/4/22,55,289,28,496,154
2020/4/22,56,238,42,498,150
2020/4/22,57,1983,274,2474,1184
2020/4/22,58,110,14,62,42
2020/4/22,59,1858,413,2170,775
2020/4/22,06,541,92,729,218
2020/4/22,60,918,108,1259,583
2020/4/22,61,123,26,282,54
2020/4/22,62,914,154,1285,338
2020/4/22,63,118,36,214,60
2020/4/22,64,154,24,260,40
2020/4/22,65,152,8,153,36
2020/4/22,66,52,24,492,50
2020/4/22,67,1977,388,2872,921
2020/4/22,68,1885,234,3250,1287
2020/4/22,69,2403,414,2983,864
2020/4/22,07,200,48,461,101
2020/4/22,70,181,34,295,124
2020/4/22,71,454,58,730,274
2020/4/22,72,277,26,362,86
2020/4/22,73,166,26,543,78
2020/4/22,74,513,87,1063,244
2020/4/22,75,5537,1175,6641,2566
2020/4/22,76,512,144,891,252
2020/4/22,77,1432,296,2817,833
2020/4/22,78,1774,260,2411,754
2020/4/22,79,58,6,70,28
2020/4/22,08,118,26,206,84
2020/4/22,80,654,96,829,317
2020/4/22,81,80,24,125,34
2020/4/22,82,32,14,54,6
2020/4/22,83,647,99,943,185
2020/4/22,84,134,26,290,52
2020/4/22,85,122,26,236,56
2020/4/22,86,109,21,152,49
2020/4/22,87,106,20,157,42
2020/4/22,88,487,42,770,436
2020/4/22,89,238,52,267,86
2020/4/22,09,23,2,42,4
2020/4/22,90,335,52,656,280
2020/4/22,91,2349,361,1829,697
2020/4/22,92,3814,697,4551,1473
2020/4/22,93,3145,420,3564,1463
2020/4/22,94,4177,604,3714,1617
2020/4/22,95,1909,277,2920,988
2020/4/23,01,325,40,434,143
2020/4/23,10,521,33,627,189
2020/4/23,11,122,18,280,90
2020/4/23,12,118,4,170,40
2020/4/23,13,2094,387,3834,654
2020/4/23,14,276,56,299,106
2020/4/23,15,50,10,46,6
2020/4/23,16,19,3,72,20
2020/4/23,17,160,30,158,68
2020/4/23,18,165,8,128,95
2020/4/23,19,145,19,108,44
2020/4/23,02,562,80,1146,375
2020/4/23,21,679,112,1094,378
2020/4/23,22,107,12,228,48
2020/4/23,23,58,20,32,10
2020/4/23,24,90,10,80,17
2020/4/23,25,353,99,750,210
2020/4/23,26,286,72,694,220
2020/4/23,27,219,22,161,124
2020/4/23,28,470,47,545,155
2020/4/23,29,158,40,241,67
2020/4/23,03,107,32,213,45
2020/4/23,30,262,58,324,86
2020/4/23,31,342,140,803,80
2020/4/23,32,98,10,60,32
2020/4/23,33,532,150,1141,200
2020/4/23,34,271,81,996,194
2020/4/23,35,339,42,469,132
2020/4/23,36,219,16,109,114
2020/4/23,37,323,73,349,108
2020/4/23,38,445,72,728,178
2020/4/23,39,214,20,270,86
2020/4/23,04,58,4,189,14
2020/4/23,40,54,8,80,20
2020/4/23,41,230,26,200,72
2020/4/23,42,885,168,1026,332
2020/4/23,43,72,2,130,18
2020/4/23,44,534,72,669,211
2020/4/23,45,510,114,700,122
2020/4/23,46,48,16,226,28
2020/4/23,47,72,6,65,10
2020/4/23,48,8,2,26,0
2020/4/23,49,378,64,688,170
2020/4/23,05,82,16,178,12
2020/4/23,50,106,26,185,70
2020/4/23,51,661,92,1242,388
2020/4/23,52,152,46,248,104
2020/4/23,53,182,20,134,54
2020/4/23,54,879,212,1181,480
2020/4/23,55,266,30,500,156
2020/4/23,56,251,42,506,150
2020/4/23,57,1956,280,2592,1200
2020/4/23,58,102,14,76,42
2020/4/23,59,1848,419,2242,787
2020/4/23,06,528,92,754,220
2020/4/23,60,924,108,1293,595
2020/4/23,61,129,26,284,54
2020/4/23,62,874,138,1381,378
2020/4/23,63,102,36,232,60
2020/4/23,64,142,20,276,40
2020/4/23,65,147,8,161,36
2020/4/23,66,52,24,492,54
2020/4/23,67,1856,372,3029,941
2020/4/23,68,1905,232,3304,1293
2020/4/23,69,2391,376,3059,878
2020/4/23,07,191,46,478,105
2020/4/23,70,191,34,295,126
2020/4/23,71,460,54,738,282
2020/4/23,72,282,30,378,88
2020/4/23,73,160,24,567,80
2020/4/23,74,481,81,1095,252
2020/4/23,75,5379,1125,6844,2608
2020/4/23,76,491,132,923,258
2020/4/23,77,1381,298,2927,851
2020/4/23,78,1705,248,2489,770
2020/4/23,79,54,6,74,28
2020/4/23,08,119,26,206,84
2020/4/23,80,644,94,861,321
2020/4/23,81,78,18,127,34
2020/4/23,82,28,12,58,6
2020/4/23,83,648,98,975,193
2020/4/23,84,136,26,294,52
2020/4/23,85,112,24,250,58
2020/4/23,86,105,21,152,53
2020/4/23,87,104,16,159,42
2020/4/23,88,479,46,786,440
2020/4/23,89,234,54,277,98
2020/4/23,09,25,2,42,4
2020/4/23,90,327,46,664,282
2020/4/23,91,2281,347,1955,722
2020/4/23,92,3855,703,4673,1510
2020/4/23,93,3138,421,3698,1497
2020/4/23,94,4125,590,3896,1637
2020/4/23,95,1914,263,2992,1014
2020/4/3,01,197,61,144,34
2020/4/3,10,219,34,49,42
2020/4/3,11,198,38,110,48
2020/4/3,12,120,22,52,16
2020/4/3,13,2026,471,1321,156
2020/4/3,14,261,94,74,22
2020/4/3,15,48,14,6,0
2020/4/3,16,35,13,42,10
2020/4/3,17,148,50,64,22
2020/4/3,18,86,26,20,28
2020/4/3,19,84,16,28,8
2020/4/3,02,419,78,323,169
2020/4/3,21,424,124,577,134
2020/4/3,22,129,34,40,18
2020/4/3,23,22,10,4,0
2020/4/3,24,40,10,22,2
2020/4/3,25,344,143,302,86
2020/4/3,26,498,132,210,104
2020/4/3,27,125,24,43,22
2020/4/3,28,298,55,124,42
2020/4/3,29,148,64,109,14
2020/4/3,03,78,25,108,14
2020/4/3,30,140,60,76,26
2020/4/3,31,452,194,272,26
2020/4/3,32,54,10,12,10
2020/4/3,33,622,174,561,72
2020/4/3,34,528,160,402,86
2020/4/3,35,258,72,144,32
2020/4/3,36,94,18,14,34
2020/4/3,37,295,91,94,32
2020/4/3,38,401,124,216,42
2020/4/3,39,120,22,72,20
2020/4/3,04,57,12,90,6
2020/4/3,40,34,14,24,2
2020/4/3,41,134,26,64,20
2020/4/3,42,894,194,305,138
2020/4/3,43,40,10,46,6
2020/4/3,44,431,120,218,86
2020/4/3,45,433,145,130,40
2020/4/3,46,38,8,34,0
2020/4/3,47,58,14,22,6
2020/4/3,48,18,2,16,0
2020/4/3,49,303,105,326,54
2020/4/3,05,128,32,74,2
2020/4/3,50,117,41,53,19
2020/4/3,51,706,136,470,133
2020/4/3,52,164,30,68,36
2020/4/3,53,132,24,28,18
2020/4/3,54,970,352,371,191
2020/4/3,55,306,40,210,50
2020/4/3,56,286,58,196,74
2020/4/3,57,2043,335,858,563
2020/4/3,58,42,14,4,10
2020/4/3,59,1451,494,601,246
2020/4/3,06,401,126,295,70
2020/4/3,60,710,143,486,282
2020/4/3,61,118,18,90,16
2020/4/3,62,686,232,313,68
2020/4/3,63,142,62,70,8
2020/4/3,64,154,60,108,26
2020/4/3,65,80,12,38,6
2020/4/3,66,206,68,244,32
2020/4/3,67,2119,566,1054,504
2020/4/3,68,2191,323,1637,880
2020/4/3,69,2397,549,989,362
2020/4/3,07,173,28,238,45
2020/4/3,70,162,28,125,60
2020/4/3,71,326,72,333,120
2020/4/3,72,218,50,140,36
2020/4/3,73,216,72,236,30
2020/4/3,74,548,168,455,104
2020/4/3,75,5763,1564,2172,1021
2020/4/3,76,676,216,253,106
2020/4/3,77,1384,366,701,214
2020/4/3,78,1709,369,869,308
2020/4/3,79,56,14,34,12
2020/4/3,08,133,33,26,4
2020/4/3,80,657,144,239,110
2020/4/3,81,120,46,36,6
2020/4/3,82,28,12,6,4
2020/4/3,83,394,102,430,60
2020/4/3,84,156,46,120,26
2020/4/3,85,130,38,62,24
2020/4/3,86,94,40,64,30
2020/4/3,87,122,34,49,14
2020/4/3,88,505,80,319,214
2020/4/3,89,201,40,50,20
2020/4/3,09,32,12,16,2
2020/4/3,90,434,86,262,156
2020/4/3,91,1654,367,454,183
2020/4/3,92,3678,759,1402,472
2020/4/3,93,2525,443,901,478
2020/4/3,94,3193,564,1139,492
2020/4/3,95,1631,301,1167,400
2020/4/4,01,215,63,162,44
2020/4/4,10,281,44,53,62
2020/4/4,11,201,39,114,48
2020/4/4,12,116,22,62,20
2020/4/4,13,2061,484,1439,177
2020/4/4,14,259,102,100,26
2020/4/4,15,50,14,6,0
2020/4/4,16,33,13,44,10
2020/4/4,17,158,50,72,22
2020/4/4,18,94,32,22,30
2020/4/4,19,86,14,30,14
2020/4/4,02,445,80,358,187
2020/4/4,21,510,132,591,138
2020/4/4,22,124,34,50,20
2020/4/4,23,24,10,6,2
2020/4/4,24,50,12,26,2
2020/4/4,25,348,151,336,92
2020/4/4,26,506,136,238,110
2020/4/4,27,137,24,43,24
2020/4/4,28,319,55,147,48
2020/4/4,29,158,66,111,16
2020/4/4,03,86,24,112,14
2020/4/4,30,132,58,82,28
2020/4/4,31,453,209,300,28
2020/4/4,32,54,10,14,14
2020/4/4,33,610,184,607,80
2020/4/4,34,504,154,432,102
2020/4/4,35,262,76,164,34
2020/4/4,36,112,22,18,34
2020/4/4,37,339,109,110,34
2020/4/4,38,405,124,248,46
2020/4/4,39,140,22,78,26
2020/4/4,04,57,10,90,6
2020/4/4,40,44,24,24,2
2020/4/4,41,134,28,68,24
2020/4/4,42,928,204,327,140
2020/4/4,43,46,12,50,6
2020/4/4,44,487,126,241,90
2020/4/4,45,453,139,172,42
2020/4/4,46,34,8,38,0
2020/4/4,47,56,14,24,6
2020/4/4,48,16,2,18,0
2020/4/4,49,313,109,332,58
2020/4/4,05,120,34,84,2
2020/4/4,50,129,41,57,21
2020/4/4,51,763,142,502,139
2020/4/4,52,198,32,88,46
2020/4/4,53,150,28,28,22
2020/4/4,54,965,348,411,203
2020/4/4,55,316,42,230,54
2020/4/4,56,272,48,220,80
2020/4/4,57,2047,333,940,623
2020/4/4,58,54,16,10,10
2020/4/4,59,1540,514,678,267
2020/4/4,06,428,149,330,76
2020/4/4,60,686,141,540,297
2020/4/4,61,126,26,100,16
2020/4/4,62,726,244,355,84
2020/4/4,63,138,66,92,8
2020/4/4,64,160,58,130,26
2020/4/4,65,86,10,44,10
2020/4/4,66,214,72,250,34
2020/4/4,67,2099,554,1168,524
2020/4/4,68,2042,298,1779,914
2020/4/4,69,2423,577,1109,390
2020/4/4,07,157,26,244,49
2020/4/4,70,160,32,137,66
2020/4/4,71,324,74,333,126
2020/4/4,72,210,46,156,36
2020/4/4,73,226,72,240,30
2020/4/4,74,525,170,500,110
2020/4/4,75,5963,1616,2411,1091
2020/4/4,76,700,224,289,110
2020/4/4,77,1339,354,839,242
2020/4/4,78,1818,377,905,335
2020/4/4,79,52,18,36,16
2020/4/4,08,135,35,40,6
2020/4/4,80,660,140,272,138
2020/4/4,81,122,46,38,6
2020/4/4,82,28,14,6,4
2020/4/4,83,434,106,450,64
2020/4/4,84,156,46,128,28
2020/4/4,85,136,40,76,30
2020/4/4,86,90,40,68,32
2020/4/4,87,134,40,51,14
2020/4/4,88,494,80,365,228
2020/4/4,89,203,38,62,22
2020/4/4,09,30,10,20,2
2020/4/4,90,408,82,310,166
2020/4/4,91,1811,381,502,211
2020/4/4,92,3841,775,1526,534
2020/4/4,93,2610,451,1003,524
2020/4/4,94,3269,578,1275,555
2020/4/4,95,1655,319,1267,426
2020/4/5,01,221,59,168,48
2020/4/5,10,295,46,53,68
2020/4/5,11,190,36,126,54
2020/4/5,12,112,18,68,24
2020/4/5,13,2170,502,1475,189
2020/4/5,14,283,108,102,32
2020/4/5,15,52,14,6,0
2020/4/5,16,33,11,46,10
2020/4/5,17,158,50,78,26
2020/4/5,18,98,32,24,38
2020/4/5,19,83,14,32,14
2020/4/5,02,441,78,362,199
2020/4/5,21,518,130,611,146
2020/4/5,22,140,32,50,20
2020/4/5,23,24,10,6,2
2020/4/5,24,52,12,28,2
2020/4/5,25,364,145,354,97
2020/4/5,26,500,128,250,114
2020/4/5,27,135,24,43,26
2020/4/5,28,342,61,153,50
2020/4/5,29,164,68,117,18
2020/4/5,03,88,32,118,16
2020/4/5,30,178,72,84,28
2020/4/5,31,451,203,312,30
2020/4/5,32,58,10,14,14
2020/4/5,33,610,180,633,84
2020/4/5,34,512,142,458,104
2020/4/5,35,272,76,166,34
2020/4/5,36,129,20,18,36
2020/4/5,37,331,105,128,36
2020/4/5,38,441,130,256,50
2020/4/5,39,156,22,84,28
2020/4/5,04,61,14,90,6
2020/4/5,40,44,24,26,2
2020/4/5,41,132,28,72,24
2020/4/5,42,930,202,351,148
2020/4/5,43,50,12,54,6
2020/4/5,44,499,134,265,90
2020/4/5,45,459,139,196,46
2020/4/5,46,30,10,44,0
2020/4/5,47,62,14,24,6
2020/4/5,48,16,2,18,0
2020/4/5,49,321,109,342,66
2020/4/5,05,118,34,90,2
2020/4/5,50,147,47,57,25
2020/4/5,51,777,142,502,139
2020/4/5,52,198,36,92,50
2020/4/5,53,148,28,34,22
2020/4/5,54,947,342,441,217
2020/4/5,55,312,42,236,56
2020/4/5,56,269,47,226,90
2020/4/5,57,2027,335,1028,673
2020/4/5,58,68,22,12,10
2020/4/5,59,1649,530,706,291
2020/4/5,06,432,151,338,86
2020/4/5,60,712,145,552,301
2020/4/5,61,134,28,102,18
2020/4/5,62,725,244,375,92
2020/4/5,63,160,82,92,12
2020/4/5,64,154,58,136,28
2020/4/5,65,104,14,48,14
2020/4/5,66,204,62,268,34
2020/4/5,67,2139,533,1233,554
2020/4/5,68,2036,299,1864,938
2020/4/5,69,2493,605,1160,422
2020/4/5,07,169,26,250,49
2020/4/5,70,160,34,139,74
2020/4/5,71,346,74,339,130
2020/4/5,72,216,48,164,38
2020/4/5,73,234,70,242,30
2020/4/5,74,583,188,514,112
2020/4/5,75,6113,1674,2605,1180
2020/4/5,76,716,226,309,120
2020/4/5,77,1410,372,869,252
2020/4/5,78,1809,369,937,349
2020/4/5,79,58,18,36,16
2020/4/5,08,145,35,46,8
2020/4/5,80,694,146,305,154
2020/4/5,81,122,48,42,8
2020/4/5,82,32,14,12,4
2020/4/5,83,476,116,460,72
2020/4/5,84,160,48,132,32
2020/4/5,85,148,42,76,30
2020/4/5,86,112,54,72,34
2020/4/5,87,132,40,55,16
2020/4/5,88,534,76,387,234
2020/4/5,89,201,36,62,24
2020/4/5,09,34,10,20,2
2020/4/5,90,424,86,320,172
2020/4/5,91,1849,391,548,229
2020/4/5,92,3881,822,1669,584
2020/4/5,93,2666,453,1031,568
2020/4/5,94,3422,577,1319,599
2020/4/5,95,1665,331,1319,436
2020/4/6,01,227,59,180,50
2020/4/6,10,301,46,53,70
2020/4/6,11,152,30,134,62
2020/4/6,12,118,18,70,24
2020/4/6,13,2320,508,1565,239
2020/4/6,14,291,118,116,46
2020/4/6,15,56,14,6,0
2020/4/6,16,29,11,48,12
2020/4/6,17,162,52,82,30
2020/4/6,18,110,30,28,44
2020/4/6,19,87,15,34,18
2020/4/6,02,445,72,372,211
2020/4/6,21,568,152,619,152
2020/4/6,22,150,34,58,22
2020/4/6,23,22,10,8,6
2020/4/6,24,56,12,30,2
2020/4/6,25,362,147,367,101
2020/4/6,26,518,140,266,126
2020/4/6,27,133,22,45,30
2020/4/6,28,324,59,187,58
2020/4/6,29,186,80,119,18
2020/4/6,03,98,36,122,16
2020/4/6,30,212,82,90,34
2020/4/6,31,469,213,322,34
2020/4/6,32,56,10,16,14
2020/4/6,33,624,182,661,94
2020/4/6,34,529,140,482,108
2020/4/6,35,312,98,176,40
2020/4/6,36,125,20,18,42
2020/4/6,37,361,113,132,39
2020/4/6,38,479,130,274,54
2020/4/6,39,154,20,84,33
2020/4/6,04,69,10,98,8
2020/4/6,40,42,28,40,8
2020/4/6,41,166,28,74,26
2020/4/6,42,970,214,373,154
2020/4/6,43,60,12,58,6
2020/4/6,44,521,138,275,94
2020/4/6,45,486,153,214,50
2020/4/6,46,38,16,56,0
2020/4/6,47,62,14,24,6
2020/4/6,48,16,2,18,0
2020/4/6,49,329,105,352,78
2020/4/6,05,126,34,92,4
2020/4/6,50,136,47,63,29
2020/4/6,51,773,134,538,159
2020/4/6,52,218,36,100,54
2020/4/6,53,152,28,34,22
2020/4/6,54,997,335,475,233
2020/4/6,55,336,46,248,62
2020/4/6,56,294,70,238,96
2020/4/6,57,2012,344,1128,715
2020/4/6,58,72,20,12,12
2020/4/6,59,1733,526,782,329
2020/4/6,06,459,154,355,93
2020/4/6,60,749,143,567,321
2020/4/6,61,130,30,116,18
2020/4/6,62,780,246,401,110
2020/4/6,63,168,78,96,14
2020/4/6,64,170,54,138,28
2020/4/6,65,110,14,50,14
2020/4/6,66,210,64,280,36
2020/4/6,67,2142,531,1297,573
2020/4/6,68,2077,281,1909,1013
2020/4/6,69,2440,588,1250,459
2020/4/6,07,187,29,268,56
2020/4/6,70,158,32,143,88
2020/4/6,71,386,76,361,138
2020/4/6,72,212,48,174,42
2020/4/6,73,234,68,254,36
2020/4/6,74,579,190,534,128
2020/4/6,75,6203,1674,2752,1286
2020/4/6,76,727,227,333,130
2020/4/6,77,1376,376,979,298
2020/4/6,78,1916,367,1025,389
2020/4/6,79,56,18,38,16
2020/4/6,08,145,35,60,12
2020/4/6,80,724,144,309,180
2020/4/6,81,110,48,54,10
2020/4/6,82,36,20,12,6
2020/4/6,83,480,124,492,82
2020/4/6,84,174,44,138,32
2020/4/6,85,154,44,76,32
2020/4/6,86,122,56,74,34
2020/4/6,87,132,40,57,20
2020/4/6,88,536,72,399,250
2020/4/6,89,205,36,74,30
2020/4/6,09,33,8,22,2
2020/4/6,90,442,84,328,178
2020/4/6,91,1873,407,612,277
2020/4/6,92,3937,853,1833,638
2020/4/6,93,2799,465,1137,590
2020/4/6,94,3590,582,1380,694
2020/4/6,95,1698,329,1438,518
2020/4/7,01,235,63,190,54
2020/4/7,10,313,50,59,75
2020/4/7,11,162,34,152,62
2020/4/7,12,110,18,84,26
2020/4/7,13,2132,498,1836,271
2020/4/7,14,301,118,128,52
2020/4/7,15,52,18,12,0
2020/4/7,16,23,9,52,14
2020/4/7,17,178,52,92,38
2020/4/7,18,108,34,42,48
2020/4/7,19,81,15,46,22
2020/4/7,02,509,70,434,228
2020/4/7,21,614,158,645,166
2020/4/7,22,138,26,84,26
2020/4/7,23,26,14,10,6
2020/4/7,24,52,12,40,2
2020/4/7,25,388,159,375,115
2020/4/7,26,486,134,318,128
2020/4/7,27,131,24,51,44
2020/4/7,28,334,57,203,62
2020/4/7,29,188,84,123,18
2020/4/7,03,102,38,130,16
2020/4/7,30,220,86,112,34
2020/4/7,31,459,203,356,38
2020/4/7,32,52,10,26,16
2020/4/7,33,630,180,699,100
2020/4/7,34,506,140,543,114
2020/4/7,35,308,88,208,46
2020/4/7,36,126,20,28,46
2020/4/7,37,361,121,146,42
2020/4/7,38,495,132,290,60
2020/4/7,39,180,22,94,36
2020/4/7,04,57,6,112,8
2020/4/7,40,52,28,48,12
2020/4/7,41,172,28,86,28
2020/4/7,42,952,206,433,176
2020/4/7,43,54,14,66,8
2020/4/7,44,527,128,319,102
2020/4/7,45,494,150,248,54
2020/4/7,46,38,16,66,0
2020/4/7,47,60,14,30,6
2020/4/7,48,12,2,22,0
2020/4/7,49,347,105,392,88
2020/4/7,05,128,34,96,4
2020/4/7,50,129,45,79,33
