"reg";"cl_age90";"jour";"hosp";"rea";"rad";"dc"
"93";"09";"2020-04-22";0;0;0;0
"93";"19";"2020-04-22";3;0;38;0
"93";"29";"2020-04-22";32;4;196;1
"93";"39";"2020-04-22";48;8;283;0
"93";"49";"2020-04-22";80;19;388;3
"93";"59";"2020-04-22";176;55;587;24
"93";"69";"2020-04-22";260;86;605;42
"93";"79";"2020-04-22";408;115;443;129
"93";"89";"2020-04-22";496;33;321;233
"93";"90";"2020-04-22";290;5;142;126
"94";"0";"2020-04-22";69;11;162;49
"94";"09";"2020-04-22";0;0;0;0
"94";"19";"2020-04-22";0;0;1;0
"94";"29";"2020-04-22";0;0;14;0
"94";"39";"2020-04-22";0;0;16;0
"94";"49";"2020-04-22";3;0;20;1
"94";"59";"2020-04-22";5;1;27;1
"94";"69";"2020-04-22";12;3;27;1
"94";"79";"2020-04-22";24;7;24;13
"94";"89";"2020-04-22";15;0;20;24
"94";"90";"2020-04-22";10;0;7;9
"01";"0";"2020-04-23";24;14;70;12
"01";"09";"2020-04-23";0;0;0;0
"01";"19";"2020-04-23";0;0;2;0
"01";"29";"2020-04-23";0;0;1;0
"01";"39";"2020-04-23";1;0;3;0
"01";"49";"2020-04-23";1;1;5;0
"01";"59";"2020-04-23";3;1;18;2
"01";"69";"2020-04-23";6;4;17;2
"01";"79";"2020-04-23";7;5;11;5
"01";"89";"2020-04-23";6;3;12;3
"01";"90";"2020-04-23";0;0;0;0
"02";"0";"2020-04-23";33;9;62;14
"02";"09";"2020-04-23";0;0;0;0
"02";"19";"2020-04-23";0;0;0;0
"02";"29";"2020-04-23";1;0;2;0
"02";"39";"2020-04-23";1;0;3;0
"02";"49";"2020-04-23";3;0;9;0
"02";"59";"2020-04-23";9;6;17;1
"02";"69";"2020-04-23";9;2;14;2
"02";"79";"2020-04-23";5;1;15;4
"02";"89";"2020-04-23";4;0;2;5
"02";"90";"2020-04-23";1;0;0;2
"03";"0";"2020-04-23";3;0;34;1
"03";"09";"2020-04-23";0;0;0;0
"03";"19";"2020-04-23";0;0;2;0
"03";"29";"2020-04-23";0;0;4;0
"03";"39";"2020-04-23";1;0;6;0
"03";"49";"2020-04-23";1;0;10;0
"03";"59";"2020-04-23";0;0;2;0
"03";"69";"2020-04-23";0;0;4;0
"03";"79";"2020-04-23";1;0;2;1
"03";"89";"2020-04-23";0;0;2;0
"03";"90";"2020-04-23";0;0;0;0
"04";"0";"2020-04-23";10;2;98;0
"04";"09";"2020-04-23";0;0;0;0
"04";"19";"2020-04-23";1;0;2;0
"04";"29";"2020-04-23";0;0;15;0
"04";"39";"2020-04-23";0;0;12;0
"04";"49";"2020-04-23";1;0;10;0
"04";"59";"2020-04-23";1;1;19;0
"04";"69";"2020-04-23";3;1;19;0
"04";"79";"2020-04-23";3;0;13;0
"04";"89";"2020-04-23";1;0;7;0
"04";"90";"2020-04-23";0;0;0;0
"06";"0";"2020-04-23";21;4;58;6
"06";"09";"2020-04-23";0;0;0;0
"06";"19";"2020-04-23";2;1;2;0
"06";"29";"2020-04-23";1;0;7;0
"06";"39";"2020-04-23";1;0;6;0
"06";"49";"2020-04-23";6;1;12;1
"06";"59";"2020-04-23";4;0;13;2
"06";"69";"2020-04-23";4;2;10;0
"06";"79";"2020-04-23";0;0;3;1
"06";"89";"2020-04-23";3;0;3;2
"06";"90";"2020-04-23";0;0;0;0
"11";"0";"2020-04-23";11950;2006;14795;5330
"11";"09";"2020-04-23";0;0;0;2
"11";"19";"2020-04-23";26;11;96;3
"11";"29";"2020-04-23";150;25;537;10
"11";"39";"2020-04-23";380;90;1285;33
"11";"49";"2020-04-23";739;212;2038;96
"11";"59";"2020-04-23";1484;523;3029;363
"11";"69";"2020-04-23";2124;636;3049;764
"11";"79";"2020-04-23";2496;422;2288;1267
"11";"89";"2020-04-23";2793;53;1580;1734
"11";"90";"2020-04-23";1617;12;537;1017
"24";"0";"2020-04-23";965;143;1023;334
"24";"09";"2020-04-23";0;0;0;0
"24";"19";"2020-04-23";1;0;11;0
"24";"29";"2020-04-23";7;1;31;0
"24";"39";"2020-04-23";17;4;53;2
"24";"49";"2020-04-23";22;4;115;3
"24";"59";"2020-04-23";63;18;154;6
"24";"69";"2020-04-23";154;50;184;25
"24";"79";"2020-04-23";207;55;207;54
"24";"89";"2020-04-23";291;9;175;136
"24";"90";"2020-04-23";196;2;68;106
"27";"0";"2020-04-23";1283;217;2088;753
"27";"09";"2020-04-23";0;0;0;0
"27";"19";"2020-04-23";7;0;16;0
"27";"29";"2020-04-23";5;0;64;0
"27";"39";"2020-04-23";8;1;128;2
"27";"49";"2020-04-23";23;6;204;5
"27";"59";"2020-04-23";95;33;314;16
"27";"69";"2020-04-23";197;65;377;68
"27";"79";"2020-04-23";308;90;417;150
"27";"89";"2020-04-23";424;20;413;346
"27";"90";"2020-04-23";213;1;138;164
"28";"0";"2020-04-23";614;131;931;307
"28";"09";"2020-04-23";0;0;0;0
"28";"19";"2020-04-23";0;0;5;0
"28";"29";"2020-04-23";5;0;37;0
"28";"39";"2020-04-23";14;4;74;1
"28";"49";"2020-04-23";24;11;111;7
"28";"59";"2020-04-23";52;20;174;12
"28";"69";"2020-04-23";112;31;188;47
"28";"79";"2020-04-23";152;52;172;63
"28";"89";"2020-04-23";171;12;126;123
"28";"90";"2020-04-23";83;0;35;54
"32";"0";"2020-04-23";2435;421;3475;1233
"32";"09";"2020-04-23";0;0;0;0
"32";"19";"2020-04-23";8;1;16;0
"32";"29";"2020-04-23";17;4;170;1
"32";"39";"2020-04-23";48;8;303;2
"32";"49";"2020-04-23";93;32;468;9
"32";"59";"2020-04-23";225;73;642;51
"32";"69";"2020-04-23";421;144;616;159
"32";"79";"2020-04-23";569;128;591;272
"32";"89";"2020-04-23";723;28;460;494
"32";"90";"2020-04-23";317;0;155;240
"44";"0";"2020-04-23";4416;687;6883;2646
"44";"09";"2020-04-23";0;0;0;0
"44";"19";"2020-04-23";12;2;50;0
"44";"29";"2020-04-23";34;9;227;2
"44";"39";"2020-04-23";70;14;374;14
"44";"49";"2020-04-23";151;34;608;27
"44";"59";"2020-04-23";394;124;1123;70
"44";"69";"2020-04-23";794;245;1430;269
"44";"79";"2020-04-23";1034;213;1413;671
"44";"89";"2020-04-23";1264;38;1142;1092
"44";"90";"2020-04-23";614;1;329;492
"52";"0";"2020-04-23";747;105;1061;291
"52";"09";"2020-04-23";0;0;0;0
"52";"19";"2020-04-23";1;0;3;0
"52";"29";"2020-04-23";4;1;44;0
"52";"39";"2020-04-23";16;2;67;0
"52";"49";"2020-04-23";18;7;130;3
"52";"59";"2020-04-23";46;17;169;10
"52";"69";"2020-04-23";123;40;208;24
"52";"79";"2020-04-23";159;35;207;51
"52";"89";"2020-04-23";247;3;179;120
"52";"90";"2020-04-23";132;0;50;83
"53";"0";"2020-04-23";430;69;723;199
"53";"09";"2020-04-23";0;0;0;0
"53";"19";"2020-04-23";1;0;4;0
"53";"29";"2020-04-23";1;1;23;0
"53";"39";"2020-04-23";9;0;56;0
"53";"49";"2020-04-23";25;3;82;0
"53";"59";"2020-04-23";41;9;120;4
"53";"69";"2020-04-23";68;23;133;24
"53";"79";"2020-04-23";100;31;165;43
"53";"89";"2020-04-23";114;2;98;71
"53";"90";"2020-04-23";67;0;30;57
"75";"0";"2020-04-23";769;156;1199;277
"75";"09";"2020-04-23";0;0;0;0
"75";"19";"2020-04-23";3;0;9;0
"75";"29";"2020-04-23";8;3;51;1
"75";"39";"2020-04-23";12;3;80;0
"75";"49";"2020-04-23";24;7;117;1
"75";"59";"2020-04-23";67;28;228;9
"75";"69";"2020-04-23";127;48;263;21
"75";"79";"2020-04-23";171;50;198;62
"75";"89";"2020-04-23";226;15;168;109
"75";"90";"2020-04-23";127;1;67;73
"76";"0";"2020-04-23";804;197;1889;342
"76";"09";"2020-04-23";0;0;0;0
"76";"19";"2020-04-23";2;1;15;0
"76";"29";"2020-04-23";4;2;83;1
"76";"39";"2020-04-23";4;1;133;1
"76";"49";"2020-04-23";23;3;228;2
"76";"59";"2020-04-23";77;30;337;12
"76";"69";"2020-04-23";140;64;344;36
"76";"79";"2020-04-23";192;79;368;67
"76";"89";"2020-04-23";217;16;248;145
"76";"90";"2020-04-23";145;1;115;77
"84";"0";"2020-04-23";2760;483;4391;1167
"84";"09";"2020-04-23";0;0;0;0
"84";"19";"2020-04-23";6;3;35;0
"84";"29";"2020-04-23";22;3;178;0
"84";"39";"2020-04-23";44;7;282;4
"84";"49";"2020-04-23";72;18;435;10
"84";"59";"2020-04-23";208;62;730;30
"84";"69";"2020-04-23";402;156;816;79
"84";"79";"2020-04-23";674;188;813;242
"84";"89";"2020-04-23";814;33;728;498
"84";"90";"2020-04-23";490;3;278;285
"93";"0";"2020-04-23";1783;314;3136;575
"93";"09";"2020-04-23";0;0;0;0
"93";"19";"2020-04-23";3;0;38;0
"93";"29";"2020-04-23";33;4;198;1
"93";"39";"2020-04-23";45;5;288;0
"93";"49";"2020-04-23";76;18;397;3
"93";"59";"2020-04-23";166;47;607;24
"93";"69";"2020-04-23";248;81;621;43
"93";"79";"2020-04-23";409;118;458;130
"93";"89";"2020-04-23";501;37;336;240
"93";"90";"2020-04-23";295;3;150;131
"94";"0";"2020-04-23";66;9;166;49
"94";"09";"2020-04-23";0;0;0;0
"94";"19";"2020-04-23";0;0;1;0
"94";"29";"2020-04-23";0;0;14;0
"94";"39";"2020-04-23";0;0;16;0
"94";"49";"2020-04-23";2;0;21;1
"94";"59";"2020-04-23";5;1;27;1
"94";"69";"2020-04-23";11;2;28;1
"94";"79";"2020-04-23";24;6;24;13
"94";"89";"2020-04-23";14;0;22;24
"94";"90";"2020-04-23";10;0;7;9
